epoch,model,loss_fcn,train_loss,test_loss
45,RNN,Huber,2.7442195687399362e-05,0.0015702262528066058
46,RNN,Huber,2.7175824016012484e-05,0.0015745080265332945
47,RNN,Huber,2.6234496999677503e-05,0.0015645358012989163
48,RNN,Huber,2.4768138018771424e-05,0.001575742062414065
49,RNN,Huber,2.293666193509125e-05,0.0015515226346906274
50,RNN,Huber,2.4363339889532654e-05,0.0015608819419867359
51,RNN,Huber,2.5164594035231858e-05,0.001541613087465521
52,RNN,Huber,2.183143237743934e-05,0.0015467598306713626
53,RNN,Huber,1.8496407392376568e-05,0.0015363367303507403
54,RNN,Huber,1.712339701498422e-05,0.0015507358679315076
55,RNN,Huber,1.6101003097901412e-05,0.0015408045568619856
56,RNN,Huber,1.541674623695144e-05,0.0015411164553370328
57,RNN,Huber,1.43863721859816e-05,0.0015310766044422052
58,RNN,Huber,1.3616479350275768e-05,0.0015280831139534712
59,RNN,Huber,1.3111458713410684e-05,0.001519950359943323
60,RNN,Huber,1.3099698094265477e-05,0.001532293629134074
61,RNN,Huber,1.2420544010183221e-05,0.001511714470689185
62,RNN,Huber,1.2142420587224478e-05,0.0015298495593015105
63,RNN,Huber,1.1972335471455153e-05,0.0015134752349695191
64,RNN,Huber,1.1965315593442938e-05,0.0015103699726751075
65,RNN,Huber,1.0915429584201775e-05,0.0015024493623059243
66,RNN,Huber,1.086616055090417e-05,0.0015146529796766118
67,RNN,Huber,1.1383957939870015e-05,0.001500694832066074
68,RNN,Huber,1.0901672851559852e-05,0.0015327660628827288
69,RNN,Huber,9.649951891788078e-06,0.0015009853581432254
70,RNN,Huber,8.608926748365775e-06,0.0015148847342061345
71,RNN,Huber,7.728603520718025e-06,0.001510915733524598
72,RNN,Huber,8.055566581788298e-06,0.0015101633325684816
73,RNN,Huber,7.173471146870725e-06,0.0015075465256813914
74,RNN,Huber,7.133972189876658e-06,0.0014935383514966816
75,RNN,Huber,6.652355807545973e-06,0.0015122306154808029
76,RNN,Huber,7.123896494931614e-06,0.001487132560578175
77,RNN,Huber,7.939737542983494e-06,0.0015142866235692055
78,RNN,Huber,6.4377890396372095e-06,0.0014804351172642781
79,RNN,Huber,6.54682418144148e-06,0.0014910031954059378
80,RNN,Huber,6.105997101713001e-06,0.0014959659485612065
81,RNN,Huber,6.36916325902348e-06,0.0014802445279201494
82,RNN,Huber,5.929363737777749e-06,0.0014900794194545597
83,RNN,Huber,4.763745636182648e-06,0.0014871916064294055
84,RNN,Huber,4.570574219542323e-06,0.0014881497656460852
85,RNN,Huber,4.362022366422025e-06,0.0014849879749817773
86,RNN,Huber,3.932374312398679e-06,0.0014850553881842643
87,RNN,Huber,3.964146344515029e-06,0.0014935249870177358
88,RNN,Huber,3.7074540273351886e-06,0.001495721613173373
89,RNN,Huber,3.612992117041358e-06,0.0014763308980036526
90,RNN,Huber,3.598838105745017e-06,0.0015040110039990396
91,RNN,Huber,3.576555286599614e-06,0.0014760538848349824
92,RNN,Huber,3.5187568130368163e-06,0.0014877642330247908
93,RNN,Huber,3.406754842671944e-06,0.0014940748311346396
94,RNN,Huber,2.9127547520602093e-06,0.0014725327055202797
95,RNN,Huber,3.040162113165934e-06,0.001487279823049903
96,RNN,Huber,3.1164609453071535e-06,0.001476773087051697
97,RNN,Huber,2.610374039591079e-06,0.0014748618297744543
98,RNN,Huber,2.6166658528836706e-06,0.0014866846933728084
99,RNN,Huber,2.688387084504029e-06,0.0014738474797923117
100,RNN,Huber,2.470641291552056e-06,0.001482510166533757
101,RNN,Huber,2.325533870362051e-06,0.0014834012254141271
102,RNN,Huber,2.392410578977433e-06,0.0014766306965611875
103,RNN,Huber,2.3528241541725947e-06,0.001484240553691052
104,RNN,Huber,2.2643473869266018e-06,0.0014898846842697822
105,RNN,Huber,2.1266874696834748e-06,0.0014789279346587136
106,RNN,Huber,1.9085185556377837e-06,0.0014812972338404506
107,RNN,Huber,1.7414077788657778e-06,0.001490238748374395
108,RNN,Huber,1.851350532433571e-06,0.0014840208052191884
109,RNN,Huber,1.9393716144122664e-06,0.0014752761489944533
110,RNN,Huber,1.937493323111994e-06,0.001477892383991275
111,RNN,Huber,1.8908845191845103e-06,0.0014854774257401005
112,RNN,Huber,1.9219575051465654e-06,0.001474592660088092
113,RNN,Huber,1.6583068784825628e-06,0.0014764475083211437
114,RNN,Huber,1.4380693897919627e-06,0.0014851261221338063
115,RNN,Huber,1.215293252698757e-06,0.0014787311374675483
116,RNN,Huber,1.2674808260726422e-06,0.0014837314083706588
117,RNN,Huber,1.1925162368697784e-06,0.0014838558505289256
118,RNN,Huber,1.1441366041253787e-06,0.0014787630934733897
119,RNN,Huber,1.0421893392731363e-06,0.0014809012005571275
120,RNN,Huber,1.0985718077449746e-06,0.0014725123284733855
121,RNN,Huber,1.0603003275377887e-06,0.001483399597054813
122,RNN,Huber,9.282411781441624e-07,0.001483244070550427
123,RNN,Huber,8.901981018993865e-07,0.0014770494715776294
124,RNN,Huber,8.668600841588159e-07,0.0014734252530615778
125,RNN,Huber,1.0976996307476838e-06,0.0014806894003413617
126,RNN,Huber,8.690002601952074e-07,0.0014865117816952988
127,RNN,Huber,8.189453239992872e-07,0.0014758618126506917
128,RNN,Huber,8.085238007993212e-07,0.0014783731137868017
129,RNN,Huber,6.988947873765028e-07,0.001482122397283092
130,RNN,Huber,6.959892289160052e-07,0.001474001951282844
131,RNN,Huber,7.17109372772029e-07,0.0014752441260498018
132,RNN,Huber,8.657951511281681e-07,0.001481583050917834
133,RNN,Huber,7.271701747413317e-07,0.001486405817558989
134,RNN,Huber,6.782788020132102e-07,0.001477037149015814
135,RNN,Huber,7.491241440504837e-07,0.0014825859951088205
136,RNN,Huber,7.512927453490192e-07,0.0014772288297535852
137,RNN,Huber,7.671871387060492e-07,0.0014829866675427183
138,RNN,Huber,8.292722490921278e-07,0.0014809216605499386
139,RNN,Huber,6.290729892555191e-07,0.001474817786947824
140,RNN,Huber,6.735973698823727e-07,0.0014762854319997133
141,RNN,Huber,6.741906091178862e-07,0.001479266185197048
142,RNN,Huber,5.856483085153741e-07,0.0014798636111663654
143,RNN,Huber,5.388756818547336e-07,0.0014801206532865762
144,RNN,Huber,4.432662059628001e-07,0.0014762432692805305
145,RNN,Huber,5.004689427323683e-07,0.001483433747489471
146,RNN,Huber,5.042246549180618e-07,0.0014785938925342633
147,RNN,Huber,4.794150854081636e-07,0.0014730970957316457
148,RNN,Huber,4.66655244224512e-07,0.0014777627657167614
149,RNN,Huber,4.890966245341133e-07,0.0014760676596779377
150,RNN,Huber,3.914062993715106e-07,0.0014772086811717599
151,RNN,Huber,3.492228124457597e-07,0.0014801317476667464
152,RNN,Huber,4.404374749356066e-07,0.0014832877612207084
153,RNN,Huber,4.721196482648793e-07,0.0014769523171707989
154,RNN,Huber,6.732990058821997e-07,0.0014822800585534424
155,RNN,Huber,5.1372987996956e-07,0.0014870180486468599
156,RNN,Huber,3.955697103208422e-07,0.001482723723165691
157,RNN,Huber,6.229093205689651e-07,0.0014764901046874002
158,RNN,Huber,4.208049659837343e-07,0.001470909154159017
159,RNN,Huber,4.4164640655708354e-07,0.0014790769171668216
160,RNN,Huber,5.312829802761598e-07,0.0014792227826546877
161,RNN,Huber,2.9983644900255513e-07,0.0014830868341960013
162,RNN,Huber,3.516330160380221e-07,0.0014863992808386683
163,RNN,Huber,3.3799241627718857e-07,0.0014820004231296479
164,RNN,Huber,2.9413479474271753e-07,0.0014779105607885868
165,RNN,Huber,1.959325555134228e-07,0.0014829558407654987
166,RNN,Huber,2.6909303940669815e-07,0.0014798611082369462
167,RNN,Huber,2.5270293413370837e-07,0.0014797158117289654
168,RNN,Huber,3.729959683340667e-07,0.0014827425358816982
169,RNN,Huber,3.628578593151133e-07,0.0014814300811849535
170,RNN,Huber,2.4062976589078744e-07,0.0014796950767049567
171,RNN,Huber,2.239770111600592e-07,0.001480351944337599
172,RNN,Huber,1.9418535845971974e-07,0.0014801322162384168
173,RNN,Huber,1.608633279914784e-07,0.001483007799834013
174,RNN,Huber,1.5419751697720585e-07,0.0014846639736788348
175,RNN,Huber,1.8445740135319966e-07,0.0014810970838880166
176,RNN,Huber,1.390256301192494e-07,0.0014832604385446758
177,RNN,Huber,1.4987924679132902e-07,0.0014855057466775178
178,RNN,Huber,1.3672326204527963e-07,0.0014801105004153214
179,RNN,Huber,1.1571830427214991e-07,0.0014793749316595495
180,RNN,Huber,1.1207503636256888e-07,0.0014801028941292317
181,RNN,Huber,9.639102227509966e-08,0.0014819281990639866
182,RNN,Huber,1.0286778673318508e-07,0.0014839000534266234
183,RNN,Huber,8.988196942283366e-08,0.0014843280165223404
184,RNN,Huber,9.41895774708712e-08,0.001482704561203718
185,RNN,Huber,1.0628218349850727e-07,0.0014841109368717298
186,RNN,Huber,1.3189721759232498e-07,0.001483452518004924
187,RNN,Huber,1.315396813694747e-07,0.0014794127026107162
188,RNN,Huber,8.710297727532179e-08,0.0014773188362596557
189,RNN,Huber,1.7959462272898463e-07,0.0014822054450633003
190,RNN,Huber,1.7993366530077992e-07,0.0014840850548353047
191,RNN,Huber,1.6226165655552904e-07,0.001482624508207664
192,RNN,Huber,1.5611994186315314e-07,0.0014834396366495638
193,RNN,Huber,1.1477098649237405e-07,0.00148240479757078
194,RNN,Huber,8.886896862847493e-08,0.0014829316351097077
195,RNN,Huber,7.664972212495513e-08,0.0014816322072874755
196,RNN,Huber,6.759738546691096e-08,0.0014830950909527018
197,RNN,Huber,6.085646342413042e-08,0.0014820291282376275
198,RNN,Huber,6.457463674891528e-08,0.0014852584165055305
199,RNN,Huber,7.845668270611839e-08,0.0014840842661214993
200,RNN,Huber,7.430588366830193e-08,0.0014798060612520203
201,RNN,Huber,7.99055093203549e-08,0.0014797792275203392
202,RNN,Huber,6.85571188707712e-08,0.001480819056450855
203,RNN,Huber,7.745214780641163e-08,0.001482125923212152
204,RNN,Huber,4.729377134360391e-08,0.001481830287957564
205,RNN,Huber,6.358128201711111e-08,0.0014833314315183088
206,RNN,Huber,8.536422813065769e-08,0.0014857826754450798
207,RNN,Huber,8.077122926053448e-08,0.00148292596131796
208,RNN,Huber,1.0479569301224956e-07,0.0014801173703745008
209,RNN,Huber,1.0731047828116402e-07,0.0014791552908718585
210,RNN,Huber,7.769512833100123e-08,0.001477656653150916
211,RNN,Huber,9.396240541192924e-08,0.001478864881210029
212,RNN,Huber,7.555821834870358e-08,0.0014818289288086816
213,RNN,Huber,6.608209068836857e-08,0.0014815800648648291
214,RNN,Huber,5.567873739842355e-08,0.001481447280093562
215,RNN,Huber,4.854836554990527e-08,0.0014806074847001582
216,RNN,Huber,6.059866075602827e-08,0.001480655520572327
217,RNN,Huber,1.0427879471031076e-07,0.0014834825706202537
218,RNN,Huber,9.939493583743797e-08,0.0014826353784883396
219,RNN,Huber,3.1761268193264414e-07,0.0014885952550685033
220,RNN,Huber,7.73658332064997e-07,0.0014902850380167365
221,RNN,Huber,2.039281351784439e-06,0.0014862736090435647
222,RNN,Huber,3.41918129542762e-06,0.0014909461606293917
223,RNN,Huber,8.095201156521625e-06,0.0014893879560986534
224,RNN,Huber,7.743662791881434e-06,0.001464853627840057
225,RNN,Huber,1.1875104476644083e-05,0.001476554517284967
226,RNN,Huber,1.569722827809983e-05,0.0014591726707294584
227,RNN,Huber,2.5966720841097413e-05,0.0014978723018430173
228,RNN,Huber,9.663115662306154e-06,0.0015211060817819089
229,RNN,Huber,3.887607596197995e-05,0.0014540931966621428
230,RNN,Huber,2.3192906951408077e-05,0.0014273710025008769
231,RNN,Huber,0.00022172197668623994,0.0018591217638459056
232,RNN,Huber,0.00014154769928609312,0.001715059226262383
233,RNN,Huber,0.0006348151375732414,0.0015626667707692831
234,RNN,Huber,0.0003842543837890844,0.0013306652661412954
235,RNN,Huber,0.0004695229490607744,0.00141666341223754
236,RNN,Huber,0.0004221698927722173,0.001872985452064313
237,RNN,Huber,0.0003331311781948898,0.001880928032915108
238,RNN,Huber,0.00038980634781182744,0.0012714624230284245
239,RNN,Huber,0.0002558977043918276,0.0013652738154632971
240,RNN,Huber,0.00013393389372140518,0.0016345627256669105
241,RNN,Huber,6.91027435095748e-05,0.0014122564170975238
242,RNN,Huber,3.599527246933576e-05,0.0013605741551145911
243,RNN,Huber,5.414350243881927e-05,0.001391401534783654
244,RNN,Huber,2.5464456314239214e-05,0.0013999828370288014
245,RNN,Huber,4.108792290935526e-05,0.0014411972428206355
246,RNN,Huber,3.401098149424797e-05,0.0013457437948090956
247,RNN,Huber,1.974298447748879e-05,0.0013625007937662303
248,RNN,Huber,1.232951660767867e-05,0.0013345734652830288
249,RNN,Huber,1.265428778651767e-05,0.0013710151164559648
250,RNN,Huber,9.413938954594414e-06,0.0013582104351371528
251,RNN,Huber,5.472326989774956e-06,0.0013517059356672688
252,RNN,Huber,4.095068931064816e-06,0.0013443902891594917
253,RNN,Huber,3.162264803791004e-06,0.001351295571657829
254,RNN,Huber,2.8697792586740434e-06,0.0013428882433800028
255,RNN,Huber,1.3205959348283614e-06,0.0013315539166796953
256,RNN,Huber,1.3160745737650359e-06,0.001331616920651868
257,RNN,Huber,7.961709940218498e-07,0.0013461091526551171
258,RNN,Huber,1.123429722582614e-06,0.0013257073413114994
259,RNN,Huber,5.005053260731529e-07,0.001330984939704649
260,RNN,Huber,4.509664570662153e-07,0.001334010431310162
261,RNN,Huber,3.2220931878157444e-07,0.0013349554879823699
262,RNN,Huber,2.8988073630387134e-07,0.0013271657371660694
263,RNN,Huber,2.590414087677573e-07,0.0013285117369377986
264,RNN,Huber,2.2610141492407365e-07,0.001333078771131113
265,RNN,Huber,2.100394080883916e-07,0.0013297172728925944
266,RNN,Huber,1.637727340408901e-07,0.0013261162064736709
267,RNN,Huber,1.539352059154453e-07,0.0013305746397236362
268,RNN,Huber,1.4623654553957977e-07,0.0013327352644409984
269,RNN,Huber,1.5332645997290228e-07,0.0013246579736005514
270,RNN,Huber,1.247686443051066e-07,0.0013258849969133735
271,RNN,Huber,1.1872843597160454e-07,0.0013275249279104174
272,RNN,Huber,9.303630266188634e-08,0.0013239166437415406
273,RNN,Huber,9.892936514432904e-08,0.0013254103891085834
274,RNN,Huber,1.235338817906495e-07,0.0013295830343849958
275,RNN,Huber,1.0692686913671423e-07,0.0013240148487966507
276,RNN,Huber,1.0050495369284818e-07,0.0013230674463557079
277,RNN,Huber,1.0672029882030643e-07,0.0013254067074740306
278,RNN,Huber,8.18556391557479e-08,0.0013275067176437005
279,RNN,Huber,1.2553842276830096e-07,0.0013266226917039603
280,RNN,Huber,8.391712480460001e-08,0.0013214592298027128
281,RNN,Huber,7.50291704321171e-08,0.0013261281244922429
282,RNN,Huber,5.418031134851731e-08,0.0013250205462099983
283,RNN,Huber,4.530597941254655e-08,0.0013225333153968678
284,RNN,Huber,4.535119346726901e-08,0.0013246222646557727
285,RNN,Huber,4.825025223809121e-08,0.00132380974246189
286,RNN,Huber,6.676085773094087e-08,0.0013232986399088985
287,RNN,Huber,5.185475382418758e-08,0.001325582736171782
288,RNN,Huber,5.442927752952187e-08,0.0013210695353336633
289,RNN,Huber,5.358484989059775e-08,0.0013240592030342667
290,RNN,Huber,3.907162304805922e-08,0.0013233021541964262
291,RNN,Huber,3.063054787588726e-08,0.001322825186070986
292,RNN,Huber,2.8249012462566725e-08,0.0013221529283327983
293,RNN,Huber,3.18299797630317e-08,0.00132383503660094
294,RNN,Huber,2.5871055298054557e-08,0.0013225622999016196
295,RNN,Huber,2.839184298775166e-08,0.0013250973497633822
296,RNN,Huber,2.4172551071899306e-08,0.0013235172082204372
297,RNN,Huber,2.4962838018893763e-08,0.0013218960404628888
298,RNN,Huber,1.8006743762732924e-08,0.0013219885033322499
299,RNN,Huber,2.171612323298433e-08,0.001322517688095104
300,RNN,Huber,2.4141647902986563e-08,0.0013241205699159764
301,RNN,Huber,2.644173668908678e-08,0.001323527358181309
302,RNN,Huber,1.674121730133038e-08,0.0013222243229392915
303,RNN,Huber,1.6340775954581943e-08,0.0013231075485236944
304,RNN,Huber,1.4748472831893622e-08,0.0013225441885879262
305,RNN,Huber,1.359194873318259e-08,0.0013216258346801623
306,RNN,Huber,1.2636451385272807e-08,0.0013214271748438478
307,RNN,Huber,1.2480381172963462e-08,0.0013231194636318833
308,RNN,Huber,1.1029171853582653e-08,0.0013230071228463203
309,RNN,Huber,1.2689485240358067e-08,0.0013211496319854633
310,RNN,Huber,1.0516545634331464e-08,0.0013205786875914783
311,RNN,Huber,1.1556415657754116e-08,0.0013225657923612744
312,RNN,Huber,1.0680875239810206e-08,0.0013220591412391514
313,RNN,Huber,8.591565181514937e-09,0.0013217184663517401
314,RNN,Huber,9.211111873241862e-09,0.0013212366960942746
315,RNN,Huber,7.929560175146122e-09,0.0013212145160650835
316,RNN,Huber,7.222142883733795e-09,0.0013212384830694646
317,RNN,Huber,8.224257941336077e-09,0.0013208041142206638
318,RNN,Huber,7.563542792077271e-09,0.0013209447846747936
319,RNN,Huber,5.965231086868528e-09,0.0013210151519160718
320,RNN,Huber,5.915120365740378e-09,0.0013208542863139884
321,RNN,Huber,6.497681337425121e-09,0.0013230234122602268
322,RNN,Huber,1.3308534718703413e-08,0.0013215713581303135
323,RNN,Huber,1.6004273906133903e-08,0.0013213733764132485
324,RNN,Huber,1.2173157815098534e-08,0.0013219882734119893
325,RNN,Huber,1.2082209233099661e-08,0.0013210793549660593
326,RNN,Huber,1.0297141195270143e-08,0.0013219530694186688
327,RNN,Huber,9.944084833346523e-09,0.001322232314851135
328,RNN,Huber,1.2624047640574787e-08,0.0013216068997280671
329,RNN,Huber,9.08653452480479e-09,0.001320065272739157
330,RNN,Huber,1.1865748716921587e-08,0.0013186769385356456
331,RNN,Huber,1.7827816556348353e-08,0.0013198706641560421
332,RNN,Huber,1.3085220296193967e-08,0.0013199154724134131
333,RNN,Huber,1.3046034363917158e-08,0.0013216022460255771
334,RNN,Huber,2.2177696790137702e-08,0.001321600246592425
335,RNN,Huber,2.349338978913096e-08,0.001321063339128159
336,RNN,Huber,1.7715432454323832e-08,0.0013191911450121552
337,RNN,Huber,4.3245644731904065e-08,0.0013202940841438248
338,RNN,Huber,6.462302859500113e-08,0.0013207985641201958
339,RNN,Huber,5.844142347832815e-08,0.0013195871491916479
340,RNN,Huber,5.264997615661571e-08,0.0013196517014876009
341,RNN,Huber,3.93731678371978e-08,0.001320042894803919
342,RNN,Huber,3.0657406058232084e-08,0.0013190285040764137
343,RNN,Huber,5.114268408767941e-08,0.0013215810322435573
344,RNN,Huber,4.2560369006849896e-08,0.0013213775237090886
345,RNN,Huber,4.712082357638536e-08,0.0013202948757680133
346,RNN,Huber,4.419748700357218e-08,0.0013206646923208608
347,RNN,Huber,4.063540748333594e-08,0.0013185896794311702
348,RNN,Huber,7.124495360333327e-08,0.0013175132218748332
349,RNN,Huber,9.500465636413935e-08,0.0013223893329268321
350,RNN,Huber,1.375547840076763e-07,0.0013201742578530685
351,RNN,Huber,8.368300976613341e-07,0.0013028580375248565
352,RNN,Huber,8.837510190318199e-07,0.00131233028951101
353,RNN,Huber,2.257274863026737e-06,0.001311617431929335
354,RNN,Huber,5.689073944381562e-06,0.001321945307427086
355,RNN,Huber,1.2050705521460259e-05,0.0013380202231928705
356,RNN,Huber,2.0840488559770165e-05,0.0013495138380676508
357,RNN,Huber,1.3656616971502444e-05,0.001321215149073396
358,RNN,Huber,1.4666212848624127e-05,0.00130645488970913
359,RNN,Huber,6.46481578314706e-05,0.001329575476120226
360,RNN,Huber,0.00011988732865120255,0.0014347683812957258
361,RNN,Huber,0.00012189504013804253,0.0013743772986344993
362,RNN,Huber,0.00013477043853526993,0.0013434767868602648
363,RNN,Huber,0.00013560616389440838,0.0014719429091201164
364,RNN,Huber,0.00020883450406472548,0.001316151552600786
365,RNN,Huber,0.00013253292308945674,0.0011921526194782928
366,RNN,Huber,0.00013351819279705524,0.0012412661861162632
367,RNN,Huber,0.00021157715536901378,0.0015642101236153394
368,RNN,Huber,0.00027791134561994113,0.001846317044692114
369,RNN,Huber,0.00026767384906634106,0.0012832812790293247
370,RNN,Huber,0.00019109478489554022,0.0012389769864967093
371,RNN,Huber,0.00034007837075478164,0.0014011707651661709
372,RNN,Huber,0.0003695963096106425,0.0017462876974605023
373,RNN,Huber,0.0015937984353513457,0.0016702024557162076
374,RNN,Huber,0.00046060726435825927,0.001748777844477445
375,RNN,Huber,0.0006512637901323615,0.00149831457529217
376,RNN,Huber,0.00027258843374511343,0.0015011177325504831
377,RNN,Huber,0.00018000289401243208,0.001099976318073459
378,RNN,Huber,0.00012712979423668003,0.0014516143564833328
379,RNN,Huber,8.163719712683815e-05,0.0012598384055308998
380,RNN,Huber,7.528672063017439e-05,0.0012413290707627312
381,RNN,Huber,2.7819109845950152e-05,0.001322500816604588
382,RNN,Huber,2.556677145548747e-05,0.0011221773631405086
383,RNN,Huber,2.829021912020835e-05,0.0013253084325697273
384,RNN,Huber,1.5908304135336948e-05,0.0012310332327615469
385,RNN,Huber,1.3367248300255596e-05,0.0011639473290415482
386,RNN,Huber,9.971972417588404e-06,0.0013045819447143002
387,RNN,Huber,7.322759842054438e-06,0.0011888988083228469
388,RNN,Huber,4.32690936236213e-06,0.0012336985266301781
389,RNN,Huber,3.2121563435794087e-06,0.0012513832494732923
390,RNN,Huber,3.0799563432992727e-06,0.0011921894503757358
391,RNN,Huber,2.6371659629376154e-06,0.0012546314188512041
392,RNN,Huber,1.5193418576586737e-06,0.0012268119578948244
393,RNN,Huber,1.115911452131968e-06,0.0012117493723053485
394,RNN,Huber,8.711798322735831e-07,0.0012279727205168455
395,RNN,Huber,5.794512993873013e-07,0.0012222126475535332
396,RNN,Huber,4.271382074705343e-07,0.0012065817834809422
397,RNN,Huber,4.4713027946841066e-07,0.0012243145814863966
398,RNN,Huber,3.4447111829649657e-07,0.0012130521674407646
399,RNN,Huber,2.994284784563206e-07,0.0012109679679269902
400,RNN,Huber,2.295633798610197e-07,0.0012197882286272943
401,RNN,Huber,1.9940532958173662e-07,0.0012092461372958496
402,RNN,Huber,1.9731193390271073e-07,0.0012179373385151847
403,RNN,Huber,1.8960886727370507e-07,0.001212281416519545
404,RNN,Huber,1.5486886884019668e-07,0.0012083417241228744
405,RNN,Huber,1.5803679342951682e-07,0.0012147434637881816
406,RNN,Huber,1.1976437441774124e-07,0.001211657194653526
407,RNN,Huber,1.2241551150538044e-07,0.0012098379360395485
408,RNN,Huber,1.1058587290335709e-07,0.0012137387646362185
409,RNN,Huber,9.384211008267584e-08,0.001210080340388231
410,RNN,Huber,1.1756344608926383e-07,0.0012134794407757
411,RNN,Huber,1.061211731823164e-07,0.0012114695942727848
412,RNN,Huber,8.566773068707789e-08,0.0012116093595977873
413,RNN,Huber,9.012685264764286e-08,0.001212983633740805
414,RNN,Huber,7.90973806452655e-08,0.0012104276189347728
415,RNN,Huber,7.771342769302692e-08,0.0012086293136235327
416,RNN,Huber,7.741225838131527e-08,0.001212488391320221
417,RNN,Huber,6.101593896801205e-08,0.0012094050383893774
418,RNN,Huber,6.348901759878345e-08,0.0012115098885260521
419,RNN,Huber,4.599758485213101e-08,0.0012115296558476985
420,RNN,Huber,4.398570796482204e-08,0.0012103680201107636
421,RNN,Huber,3.731659337091742e-08,0.0012111056319554336
422,RNN,Huber,3.402898229865059e-08,0.001210496276326012
423,RNN,Huber,3.148996019497474e-08,0.0012103248969651758
424,RNN,Huber,2.9892950337284674e-08,0.0012116463185520843
425,RNN,Huber,2.8698683207650788e-08,0.001210415398236364
426,RNN,Huber,2.8580027233715555e-08,0.0012107852904591709
427,RNN,Huber,2.6126899532741277e-08,0.0012113293531001545
428,RNN,Huber,2.6570543987247675e-08,0.001209781935904175
429,RNN,Huber,2.564250745074048e-08,0.0012109219591366128
430,RNN,Huber,2.3607207522147178e-08,0.00121047187858494
431,RNN,Huber,2.0516023546690576e-08,0.0012116176803829148
432,RNN,Huber,2.1042210751609502e-08,0.0012102412671083584
433,RNN,Huber,1.7169459187726943e-08,0.001210516269202344
434,RNN,Huber,1.6720320794583188e-08,0.0012106186797609553
435,RNN,Huber,1.4912887591478352e-08,0.0012098915292881429
436,RNN,Huber,1.4823104188543823e-08,0.0012101854357752019
437,RNN,Huber,1.282979500416559e-08,0.0012102256849175319
438,RNN,Huber,1.3133695464517814e-08,0.0012101248925318942
439,RNN,Huber,1.3091003170373483e-08,0.0012098776540369726
440,RNN,Huber,1.1620152284841367e-08,0.0012101146043278278
441,RNN,Huber,1.0798969274361525e-08,0.001210033433744684
442,RNN,Huber,1.0197549749069168e-08,0.0012101163330953569
443,RNN,Huber,9.414656831907564e-09,0.0012099802435841412
444,RNN,Huber,9.70978114578358e-09,0.0012104667199309914
445,RNN,Huber,9.012692536725098e-09,0.001209487477899529
446,RNN,Huber,7.955578307239364e-09,0.0012103491695597767
447,RNN,Huber,7.938317003741702e-09,0.0012103387620300055
448,RNN,Huber,8.325678535481273e-09,0.0012100791384000332
449,RNN,Huber,6.779950212365549e-09,0.001210410357452929
450,RNN,Huber,6.196711199724092e-09,0.0012102585242246278
