epoch,loss_fcn,model,test_loss,train_loss
479,MSE,Mog,0.10881655663251877,0.0005939058428339195
480,MSE,Mog,0.1083558913320303,0.00048259986033372115
481,MSE,Mog,0.1090787012130022,0.00024002688405744266
482,MSE,Mog,0.11122072488069534,0.00028865804597444367
483,MSE,Mog,0.11123681403696536,0.00033137539139715955
484,MSE,Mog,0.10947137530893088,0.0002747711678239284
485,MSE,Mog,0.11033094823360443,0.00020814781419176143
486,MSE,Mog,0.11038409173488617,0.0002923786341852974
487,MSE,Mog,0.11013391111046075,0.00025688297682791017
488,MSE,Mog,0.10933224949985743,0.0002023243850999279
489,MSE,Mog,0.1083086859434843,0.0004368738991615828
490,MSE,Mog,0.1090363547205925,0.0003478681119304383
491,MSE,Mog,0.1098791141062975,0.00020883144316030666
492,MSE,Mog,0.10836327560245991,0.0003246843907618313
493,MSE,Mog,0.1089124757796526,0.0002626682489790255
494,MSE,Mog,0.1088723499327898,0.00024142887104972033
495,MSE,Mog,0.10916868392378092,0.00018825261940946802
496,MSE,Mog,0.11045002359896898,0.00015127052483876469
497,MSE,Mog,0.11060880310833454,0.00013268650354802958
498,MSE,Mog,0.1105562500655651,0.00013252577718958491
499,MSE,Mog,0.10976126454770566,0.0001046661473083077
500,MSE,Mog,0.10994936414062977,0.00012560373625092325
501,MSE,Mog,0.10987213142216205,0.0001522415427643864
502,MSE,Mog,0.109920110180974,9.230489558831323e-05
503,MSE,Mog,0.11009037755429744,0.0001583381267664663
504,MSE,Mog,0.10962660387158393,0.00018170412204199238
505,MSE,Mog,0.11023612916469575,0.00012438352678145748
506,MSE,Mog,0.11043621450662613,0.000160995407441078
507,MSE,Mog,0.10940629206597804,0.00013484272039931966
508,MSE,Mog,0.11046192236244678,0.00011050857028749306
509,MSE,Mog,0.11096885278820992,0.00011358202300471021
510,MSE,Mog,0.11056183539330959,7.945093238959089e-05
511,MSE,Mog,0.11048536375164986,0.0001378545011903043
512,MSE,Mog,0.11082612909376621,0.00010682463880584692
513,MSE,Mog,0.10978469215333461,8.770939939495292e-05
514,MSE,Mog,0.11017260886728764,8.960189916251693e-05
515,MSE,Mog,0.11009752452373504,0.0001161289924311859
516,MSE,Mog,0.11083779819309711,9.381692780152662e-05
517,MSE,Mog,0.11034188382327556,8.157669344655005e-05
518,MSE,Mog,0.10919264405965805,8.655137662572088e-05
519,MSE,Mog,0.10943302251398564,7.513695391025976e-05
520,MSE,Mog,0.11059529930353165,8.607008112448966e-05
521,MSE,Mog,0.10972360409796238,6.883769810883678e-05
522,MSE,Mog,0.10963975749909878,7.901576418589684e-05
523,MSE,Mog,0.10938646197319031,7.780704368087754e-05
524,MSE,Mog,0.10996562112122774,4.43541280219506e-05
525,MSE,Mog,0.10992242991924286,5.2836997383565176e-05
526,MSE,Mog,0.10927708223462104,9.539490815768659e-05
527,MSE,Mog,0.10969519689679146,0.0001190684238281392
528,MSE,Mog,0.11035438887774944,0.00012344177412160207
529,MSE,Mog,0.11057614311575889,0.0001561701055834419
530,MSE,Mog,0.10975874327123165,0.00017472101944804308
531,MSE,Mog,0.1097117755562067,0.00010895729292315082
532,MSE,Mog,0.10976063385605812,0.00015626211870767293
533,MSE,Mog,0.10917409211397171,0.00025660783830971923
534,MSE,Mog,0.10960858091711997,0.00046167761047399836
535,MSE,Mog,0.1086233589798212,0.0008339109581356752
536,MSE,Mog,0.1113715935498476,0.0014498015661956742
537,MSE,Mog,0.1099590741097927,0.0011354729776940076
538,MSE,Mog,0.11033630073070526,0.0004527453456830699
539,MSE,Mog,0.11250556576997042,0.0006939809973118827
540,MSE,Mog,0.11000338774174452,0.0008584393435739912
541,MSE,Mog,0.11048558801412582,0.0006846938485978171
542,MSE,Mog,0.11262168511748313,0.0007467146533599589
543,MSE,Mog,0.11175812371075153,0.0008218122256948845
544,MSE,Mog,0.10905646868050098,0.0006641917298111366
545,MSE,Mog,0.10837377384305,0.0006631028300034814
546,MSE,Mog,0.11228360515087843,0.000794037649029633
547,MSE,Mog,0.11137288510799408,0.000799581208411837
548,MSE,Mog,0.10854097865521908,0.0008372914562642109
549,MSE,Mog,0.10944876708090305,0.0009817105346883181
550,MSE,Mog,0.10959208384156227,0.0008514522742189001
551,MSE,Mog,0.10944801159203052,0.0008445068378932774
552,MSE,Mog,0.11318608820438385,0.0011524350156832952
553,MSE,Mog,0.10866722390055657,0.001176035737444181
554,MSE,Mog,0.10911684185266494,0.0009858547564363107
555,MSE,Mog,0.11114500686526299,0.0008258099041995592
556,MSE,Mog,0.10851835757493973,0.0011118257461930625
557,MSE,Mog,0.11240086443722248,0.0012147809538873844
558,MSE,Mog,0.10916967876255512,0.0014227212050172966
559,MSE,Mog,0.10643099527806044,0.002014060039073229
560,MSE,Mog,0.10746865309774875,0.002402279249508865
561,MSE,Mog,0.11012080386281013,0.0017742606141837314
562,MSE,Mog,0.11090018451213837,0.0018372250415268354
563,MSE,Mog,0.11203183121979236,0.0019894661018042825
564,MSE,Mog,0.11080110669136048,0.0018460637220414355
565,MSE,Mog,0.10885413140058517,0.0018339039597776718
566,MSE,Mog,0.10987117998301983,0.001561716155265458
567,MSE,Mog,0.11130326017737388,0.0014590778373531066
568,MSE,Mog,0.1068835724145174,0.0015095943090273067
569,MSE,Mog,0.10910959579050541,0.0014468535300693475
570,MSE,Mog,0.10961410365998744,0.000922998344321968
571,MSE,Mog,0.10890807285904884,0.0006253751344047487
572,MSE,Mog,0.10935097988694906,0.0006926592031959444
573,MSE,Mog,0.10694696716964244,0.0006122781596786808
574,MSE,Mog,0.10934647023677826,0.0009541314830130432
575,MSE,Mog,0.10765119455754757,0.0006321437576843891
576,MSE,Mog,0.10947409085929394,0.0005402697934187017
577,MSE,Mog,0.1119127705693245,0.0005452487894217484
578,MSE,Mog,0.11073495000600815,0.000497591312523582
579,MSE,Mog,0.10968873463571072,0.0005119065863254946
580,MSE,Mog,0.1085736658424139,0.0005796818695671391
581,MSE,Mog,0.10825720354914665,0.0005594349131570198
582,MSE,Mog,0.11000199317932129,0.0007182924418884795
583,MSE,Mog,0.11027647778391839,0.0009319924211013131
584,MSE,Mog,0.10986929573118687,0.0008984703636087943
585,MSE,Mog,0.10977582633495331,0.0008456667274003848
586,MSE,Mog,0.1104956515133381,0.0009318692136730533
587,MSE,Mog,0.10992484949529172,0.0010894714687310625
588,MSE,Mog,0.10962391719222069,0.0011450400343164802
589,MSE,Mog,0.11117564551532269,0.001584299621754326
590,MSE,Mog,0.11076803505420685,0.0017630496076890267
591,MSE,Mog,0.1113230373710394,0.0016577345159021206
592,MSE,Mog,0.11012478172779083,0.0014033512816240545
593,MSE,Mog,0.11054528057575226,0.0010652318596839905
594,MSE,Mog,0.11155745014548302,0.0014270078390836716
595,MSE,Mog,0.11182727739214897,0.0023522635019617155
596,MSE,Mog,0.10760365426540375,0.0031946976778272074
597,MSE,Mog,0.11118229851126671,0.0012551375912153162
598,MSE,Mog,0.11444413773715496,0.0025494896108284593
599,MSE,Mog,0.1101027999073267,0.004018748470116407
600,MSE,Mog,0.1093634832650423,0.002540759931434877
601,MSE,Mog,0.11216511279344558,0.0016738253543735482
602,MSE,Mog,0.10881691128015518,0.0024188234383473173
603,MSE,Mog,0.1099565040320158,0.001667776312388014
604,MSE,Mog,0.11391570270061493,0.00202763888228219
605,MSE,Mog,0.11200542971491814,0.0018443220615154132
606,MSE,Mog,0.10942161791026592,0.001385262374242302
607,MSE,Mog,0.10904248617589474,0.0010051065328298137
608,MSE,Mog,0.10928648002445698,0.0005446565119200386
609,MSE,Mog,0.10934721697121859,0.0004906344220216852
610,MSE,Mog,0.1087281733751297,0.00047903647100611124
611,MSE,Mog,0.11077778972685337,0.0004168421455688076
612,MSE,Mog,0.1104820990934968,0.00037729652831330895
613,MSE,Mog,0.10841053910553455,0.0003319561801617965
614,MSE,Mog,0.10985354594886303,0.0004608743911376223
615,MSE,Mog,0.10920240953564644,0.0003450253061600961
616,MSE,Mog,0.10854158848524094,0.00020321532338130055
617,MSE,Mog,0.10943931192159653,0.00015533332771155983
618,MSE,Mog,0.10948502607643604,0.00011995906243100762
619,MSE,Mog,0.10922520942986011,9.816209194468684e-05
620,MSE,Mog,0.10951676182448863,9.987342946260469e-05
621,MSE,Mog,0.1101905096322298,0.00010032392901848652
622,MSE,Mog,0.10997816286981106,7.928922650535242e-05
623,MSE,Mog,0.10932766236364841,6.622571072512073e-05
624,MSE,Mog,0.10917292423546314,7.031852828731644e-05
625,MSE,Mog,0.10936782285571098,4.817181979888119e-05
626,MSE,Mog,0.10962137207388878,0.00010060831255032099
627,MSE,Mog,0.1099265743046999,0.00011636641602308373
628,MSE,Mog,0.10970270652323962,0.00013061973913863767
629,MSE,Mog,0.11041726898401975,0.00010724540334194899
630,MSE,Mog,0.1114199984818697,0.00010449043747939868
631,MSE,Mog,0.11012441739439964,0.00010575600026641041
632,MSE,Mog,0.10918253511190415,7.658078357053455e-05
633,MSE,Mog,0.10998231880366802,8.586469175497768e-05
634,MSE,Mog,0.11018918119370938,0.00010130001555808121
635,MSE,Mog,0.10889851972460747,0.00010743325492512668
636,MSE,Mog,0.10960401184856891,0.00020514150673989207
637,MSE,Mog,0.11013892609626055,0.00020707949852294405
638,MSE,Mog,0.10925806947052479,0.00013268175098346546
639,MSE,Mog,0.11017695665359498,9.77815902842849e-05
640,MSE,Mog,0.11121773570775986,7.831014931980462e-05
641,MSE,Mog,0.10992565155029296,6.144716030576092e-05
642,MSE,Mog,0.10981384441256523,0.0001045782200890244
643,MSE,Mog,0.10964135304093361,0.0001268298301511095
644,MSE,Mog,0.11003370471298694,9.20564111765998e-05
645,MSE,Mog,0.10994469597935677,8.157412889886473e-05
646,MSE,Mog,0.10926230177283287,7.822401403245749e-05
647,MSE,Mog,0.10972248427569867,7.722871987425606e-05
648,MSE,Mog,0.11010869182646274,6.376468695634685e-05
649,MSE,Mog,0.10955780893564224,6.707139550599095e-05
650,MSE,Mog,0.11020941250026225,0.00010369607389293378
651,MSE,Mog,0.11005443446338177,0.000126601810734428
652,MSE,Mog,0.10934540927410126,0.00010655965434125392
653,MSE,Mog,0.11011016853153706,0.00016435941142844968
654,MSE,Mog,0.10961335860192775,0.00012603173217939911
655,MSE,Mog,0.11016895174980164,0.00013341557041712804
656,MSE,Mog,0.11117078550159931,0.0001492919327574782
657,MSE,Mog,0.11080000922083855,0.0001309502713411348
658,MSE,Mog,0.11042334754019975,0.0001894641845865408
659,MSE,Mog,0.10988288968801499,0.00021765407927887281
660,MSE,Mog,0.10972907766699791,0.0002114208846251131
661,MSE,Mog,0.10961942374706268,0.00022591687866224675
662,MSE,Mog,0.1106987576931715,0.000240839739490184
663,MSE,Mog,0.11032237857580185,0.00048229514686681796
664,MSE,Mog,0.10932788625359535,0.00042752590798045276
665,MSE,Mog,0.109807687997818,0.00032670118525857106
666,MSE,Mog,0.10991175994277,0.00035316351204528473
667,MSE,Mog,0.10916144177317619,0.0007444502043654211
668,MSE,Mog,0.1132781483232975,0.0014452341929427348
669,MSE,Mog,0.10847052410244942,0.0014060940047784243
670,MSE,Mog,0.10680423267185687,0.00483254091523122
671,MSE,Mog,0.11916424930095673,0.010308517055818811
672,MSE,Mog,0.11385127045214176,0.006284404982579872
673,MSE,Mog,0.10626746974885463,0.00925602635834366
674,MSE,Mog,0.1135541208088398,0.010526149155339226
675,MSE,Mog,0.11503824889659882,0.004320821724832058
676,MSE,Mog,0.10997714158147573,0.012345011520665139
677,MSE,Mog,0.11319085992872716,0.012503842794103548
678,MSE,Mog,0.11596558112651109,0.005185206973692402
679,MSE,Mog,0.11405997723340988,0.008817246445687488
680,MSE,Mog,0.11447125822305679,0.005045331607107073
681,MSE,Mog,0.10955412834882736,0.0026736468280432746
682,MSE,Mog,0.10769593566656113,0.003296141803730279
683,MSE,Mog,0.11387868076562882,0.0017441624077036977
684,MSE,Mog,0.10988434534519911,0.0014292542255134322
685,MSE,Mog,0.10978222079575062,0.0009943515906343237
686,MSE,Mog,0.11174262426793576,0.0006202583062986378
687,MSE,Mog,0.10997919943183661,0.0004697614785982296
688,MSE,Mog,0.11010464876890183,0.0005111988339194795
689,MSE,Mog,0.10874898694455623,0.00023877199237176683
690,MSE,Mog,0.10908739492297173,0.00031441090868611354
691,MSE,Mog,0.10995672084391117,0.00023176908234745497
692,MSE,Mog,0.10963848941028118,0.00011424520880609634
693,MSE,Mog,0.10936971791088582,7.309443981284858e-05
694,MSE,Mog,0.11015468798577785,5.890293527954782e-05
695,MSE,Mog,0.10984080638736486,5.288083571031166e-05
696,MSE,Mog,0.10936375856399536,4.117204480280634e-05
697,MSE,Mog,0.10990707948803902,2.7273592650089995e-05
698,MSE,Mog,0.1100879117846489,1.6687777133483905e-05
699,MSE,Mog,0.10976224020123482,1.1791265933425166e-05
700,MSE,Mog,0.1095816869288683,1.1001095572282793e-05
701,MSE,Mog,0.11000941880047321,6.721188043457005e-06
702,MSE,Mog,0.1098661594092846,8.698975136667286e-06
703,MSE,Mog,0.10953997727483511,7.0450201405947155e-06
704,MSE,Mog,0.10981827303767204,5.471763643072336e-06
705,MSE,Mog,0.10999067053198815,4.220973195856459e-06
706,MSE,Mog,0.10974054597318172,3.0506633663662797e-06
707,MSE,Mog,0.10999076589941978,1.8926837697108567e-06
708,MSE,Mog,0.10977602824568748,1.1195742999348113e-06
709,MSE,Mog,0.10984757840633393,1.005767146011749e-06
710,MSE,Mog,0.10984392929822206,1.0362252282902773e-06
711,MSE,Mog,0.10998251736164093,6.454796412924679e-07
712,MSE,Mog,0.1099139031022787,4.816048075895196e-07
713,MSE,Mog,0.10980695150792599,7.203212149420324e-06
714,MSE,Mog,0.10955355912446976,4.441708355784613e-06
715,MSE,Mog,0.10988871064037084,2.274390197953835e-06
716,MSE,Mog,0.10979482438415289,2.7560089108646935e-06
717,MSE,Mog,0.10961737185716629,1.7322332155345066e-06
718,MSE,Mog,0.10979606769979,3.133077058237177e-06
719,MSE,Mog,0.10998530276119708,5.35118864775086e-06
720,MSE,Mog,0.10996073596179486,3.1007330818511036e-06
721,MSE,Mog,0.10977838709950447,2.731506413056195e-06
722,MSE,Mog,0.10973444171249866,2.1804634400268696e-06
723,MSE,Mog,0.11001343354582786,2.0992533222852217e-06
724,MSE,Mog,0.10972581766545772,1.8326637558629955e-06
725,MSE,Mog,0.10988917890936137,1.4515983508545105e-06
726,MSE,Mog,0.10976352766156197,1.1243922486414704e-06
727,MSE,Mog,0.1097942415624857,1.1073979138132017e-06
728,MSE,Mog,0.10970105156302452,7.940766586500558e-07
729,MSE,Mog,0.1099258579313755,9.65452663592714e-07
730,MSE,Mog,0.10991907604038716,1.0064663271691643e-06
731,MSE,Mog,0.10992132723331452,7.866904567777055e-07
732,MSE,Mog,0.10987357795238495,4.813680973825285e-07
733,MSE,Mog,0.10991060361266136,1.3858263265831283e-06
734,MSE,Mog,0.10984710566699504,1.5050432509156053e-06
735,MSE,Mog,0.10978847779333592,1.0834393577852097e-06
736,MSE,Mog,0.10993342511355877,1.366055833784685e-06
737,MSE,Mog,0.11004523709416389,2.8127483560069777e-06
738,MSE,Mog,0.10984821803867817,2.959166309324246e-06
739,MSE,Mog,0.10998649373650551,2.2522050002748983e-06
740,MSE,Mog,0.11004464998841286,6.3368047875655975e-06
741,MSE,Mog,0.10992627292871475,4.767413621209471e-06
742,MSE,Mog,0.10988303869962693,7.568647760081149e-06
743,MSE,Mog,0.11013966724276543,8.201710130606443e-06
744,MSE,Mog,0.11029939465224743,2.521647894582202e-05
745,MSE,Mog,0.10995138138532638,3.3598229492781684e-05
746,MSE,Mog,0.11013847962021828,2.0152732133738027e-05
747,MSE,Mog,0.11030012480914593,1.432877138540789e-05
748,MSE,Mog,0.10974293388426304,1.8351045184772374e-05
749,MSE,Mog,0.1096450861543417,2.076081710811195e-05
750,MSE,Mog,0.1101620078086853,2.300005138522465e-05
751,MSE,Mog,0.10985895358026028,4.907068762349809e-05
752,MSE,Mog,0.11023774929344654,2.976961877720896e-05
753,MSE,Mog,0.10998732149600983,2.5008372404045076e-05
754,MSE,Mog,0.11013683043420315,3.0055422030272894e-05
755,MSE,Mog,0.11008806005120278,2.678019882296212e-05
756,MSE,Mog,0.11001844070851803,1.9383308767828566e-05
757,MSE,Mog,0.11010138057172299,1.4998631172602472e-05
758,MSE,Mog,0.109192506223917,2.171467008338368e-05
759,MSE,Mog,0.10972599945962429,1.5926884373129724e-05
760,MSE,Mog,0.11000204645097256,1.4895446383889066e-05
761,MSE,Mog,0.10988385118544101,1.3359665558709821e-05
762,MSE,Mog,0.1099198080599308,1.3394471238825645e-05
763,MSE,Mog,0.11018196232616902,1.397687515236612e-05
764,MSE,Mog,0.10967467129230499,1.1819083539421626e-05
765,MSE,Mog,0.10960939079523087,9.472807505517267e-06
766,MSE,Mog,0.11009372174739837,7.010539547991357e-06
767,MSE,Mog,0.11001619808375836,7.323883835397282e-06
768,MSE,Mog,0.10992861129343509,7.0655049739798415e-06
769,MSE,Mog,0.11009632609784603,9.443080898563494e-06
770,MSE,Mog,0.109976377338171,9.973665385132335e-06
771,MSE,Mog,0.1101033978164196,1.0961716554902523e-05
772,MSE,Mog,0.1100502461194992,1.0575062105999677e-05
773,MSE,Mog,0.10985898934304714,9.4441613782692e-06
774,MSE,Mog,0.10990207456052303,1.475781300541712e-05
775,MSE,Mog,0.11002780385315418,2.2054109990676807e-05
776,MSE,Mog,0.10987520366907119,2.7684855126608454e-05
777,MSE,Mog,0.10964461378753185,2.9568183890660293e-05
778,MSE,Mog,0.109672075137496,3.8859386904732673e-05
779,MSE,Mog,0.10954372622072697,5.103283206153719e-05
780,MSE,Mog,0.10986231230199336,6.292497619142523e-05
781,MSE,Mog,0.10959559120237827,6.03559064984438e-05
782,MSE,Mog,0.1098263081163168,7.179793374234578e-05
783,MSE,Mog,0.10945075489580632,6.829561698395992e-05
784,MSE,Mog,0.10955641847103834,0.00011648658619378693
785,MSE,Mog,0.11058656647801399,0.00015126908783713588
786,MSE,Mog,0.11048361733555793,8.155613841154263e-05
787,MSE,Mog,0.10998683292418718,0.0001836758433455543
788,MSE,Mog,0.11037773787975311,0.0002627279891385115
789,MSE,Mog,0.10769174844026566,0.00028075043883291073
790,MSE,Mog,0.10951045788824558,0.0003628317799666547
791,MSE,Mog,0.1112827405333519,0.00020426135233719833
792,MSE,Mog,0.10896006338298321,0.0006125184363554581
793,MSE,Mog,0.10960702132433653,0.0005561892085097497
794,MSE,Mog,0.1100752878934145,0.0003455741243669763
795,MSE,Mog,0.1073269434273243,0.0005554997678700602
796,MSE,Mog,0.11136718913912773,0.0010409007263660897
797,MSE,Mog,0.10890192501246929,0.0008827345372992568
798,MSE,Mog,0.1074885692447424,0.0006935829915164504
799,MSE,Mog,0.10970646552741528,0.0007238738508021925
800,MSE,Mog,0.10879704356193542,0.0007769590774842072
801,MSE,Mog,0.10808298029005528,0.0007871969501138665
802,MSE,Mog,0.11049156412482261,0.000971829955233261
803,MSE,Mog,0.1141091488301754,0.0011755303567042574
804,MSE,Mog,0.11318098455667495,0.0013840262035955675
805,MSE,Mog,0.11080323234200477,0.00235449102910934
806,MSE,Mog,0.10798868834972382,0.0026195916943834163
807,MSE,Mog,0.10887731462717057,0.002255572020658292
808,MSE,Mog,0.11251010969281197,0.0019420855096541345
809,MSE,Mog,0.11072462368756533,0.0025488054889137857
810,MSE,Mog,0.1102843765169382,0.0036873897624900565
811,MSE,Mog,0.10942914225161075,0.00319906699587591
812,MSE,Mog,0.11155932284891605,0.0029016606276854873
813,MSE,Mog,0.10852005612105131,0.0012277034693397582
814,MSE,Mog,0.10854542776942253,0.0007662489442736842
815,MSE,Mog,0.10978631637990474,0.0007263552179210819
816,MSE,Mog,0.11014025695621968,0.0006086645444156602
817,MSE,Mog,0.11119305714964867,0.0004260661607986549
818,MSE,Mog,0.1107374008744955,0.0004492894295253791
819,MSE,Mog,0.10793858245015145,0.00038192363717826083
820,MSE,Mog,0.10848891511559486,0.000318506958137732
821,MSE,Mog,0.11079674605280161,0.0003790746131926426
822,MSE,Mog,0.11027317754924297,0.00042541372204141226
823,MSE,Mog,0.10946301445364952,0.0003065833770961035
824,MSE,Mog,0.1082868043333292,0.00023617421720700804
825,MSE,Mog,0.10805648677051068,0.0002218870595243061
826,MSE,Mog,0.1092770267277956,0.00020210578259138856
827,MSE,Mog,0.10974704474210739,0.0002008425144595094
828,MSE,Mog,0.10972652770578861,0.00017232396294275532
829,MSE,Mog,0.1099363997578621,0.00022541887028637575
830,MSE,Mog,0.10894881375133991,0.00019026676909561502
831,MSE,Mog,0.10988041162490844,0.00020529535049718106
832,MSE,Mog,0.10929062627255917,0.0001643790183152305
833,MSE,Mog,0.10974938794970512,0.00015636485750292195
834,MSE,Mog,0.10904310680925847,0.00015233273825288052
835,MSE,Mog,0.10855983812361955,0.00021422410009108717
836,MSE,Mog,0.10952728837728501,0.00018788067700370448
837,MSE,Mog,0.11081095673143863,0.00017394917449564673
838,MSE,Mog,0.10981550626456738,0.0001881802818388678
839,MSE,Mog,0.10985777340829372,0.00016372360369132366
840,MSE,Mog,0.10996942967176437,0.00015109794912859797
841,MSE,Mog,0.10935253947973252,0.00018900137547461782
842,MSE,Mog,0.10845468118786812,0.00016825494640215766
843,MSE,Mog,0.10888059623539448,0.00017585058867553016
844,MSE,Mog,0.11132839731872082,0.0002145774706150405
845,MSE,Mog,0.11126522067934275,0.0002707161429498228
846,MSE,Mog,0.10990182124078274,0.0002965187668451108
847,MSE,Mog,0.10853536315262317,0.00026577083372103516
848,MSE,Mog,0.10830093063414097,0.000294331331133435
849,MSE,Mog,0.10770996995270252,0.0003271925470471615
850,MSE,Mog,0.10887775607407094,0.0003430797050896217
851,MSE,Mog,0.11025126352906227,0.000229247546485567
852,MSE,Mog,0.11019418910145759,0.0002884136611100985
853,MSE,Mog,0.10838503167033195,0.0002987328789458843
854,MSE,Mog,0.10971714630722999,0.0003215234428353142
855,MSE,Mog,0.11052495762705802,0.00023802807663741987
856,MSE,Mog,0.10947528462857008,0.00014987967824708903
857,MSE,Mog,0.10957207959145307,0.0001278161607842776
858,MSE,Mog,0.10871665440499782,0.00012514818718045717
859,MSE,Mog,0.10927220694720745,0.0001433120050933212
860,MSE,Mog,0.11008518263697624,0.0001492567093919206
861,MSE,Mog,0.11046347431838513,0.000201067151465395
862,MSE,Mog,0.11053466089069844,0.00022117499884188874
863,MSE,Mog,0.10966436304152012,0.0003512073467391019
864,MSE,Mog,0.1107056800276041,0.0004473955905268667
865,MSE,Mog,0.1088729377835989,0.00043268986519251484
866,MSE,Mog,0.11016205437481404,0.00037474697455763817
867,MSE,Mog,0.1098751874640584,0.000446837484560092
868,MSE,Mog,0.108375508710742,0.00048212861747742863
869,MSE,Mog,0.11036467775702477,0.0005831690941704437
870,MSE,Mog,0.10984422005712986,0.0008632186272734543
871,MSE,Mog,0.11059654615819454,0.0009177678475680295
872,MSE,Mog,0.11133351139724254,0.0006951634932192974
873,MSE,Mog,0.1104430291801691,0.0009782721317606047
874,MSE,Mog,0.10943713821470738,0.0011299503130430821
875,MSE,Mog,0.10761255100369453,0.001150175045040669
876,MSE,Mog,0.10681832656264305,0.0011873196490341797
877,MSE,Mog,0.10831694938242435,0.0011915346403839067
878,MSE,Mog,0.10893791615962982,0.0011737880340660922
879,MSE,Mog,0.10726156570017338,0.001282710232771933
880,MSE,Mog,0.11016872581094503,0.001232742506545037
881,MSE,Mog,0.11058370731770992,0.0012282149145903531
882,MSE,Mog,0.10912764891982078,0.0011661900207400322
883,MSE,Mog,0.11253248751163483,0.0010784454752865713
884,MSE,Mog,0.11120067127048969,0.0010843501841009129
885,MSE,Mog,0.11000651605427265,0.0011492060802993365
886,MSE,Mog,0.10886600092053414,0.00143054253567243
887,MSE,Mog,0.10888207703828812,0.0009633549525460694
888,MSE,Mog,0.11092371754348278,0.001520498739409959
889,MSE,Mog,0.10926570892333984,0.0017069428213289939
890,MSE,Mog,0.10947194304317236,0.0010460082376084756
891,MSE,Mog,0.11085882522165776,0.0006689559813821688
892,MSE,Mog,0.1099177336320281,0.0006950098104425706
893,MSE,Mog,0.10983638763427735,0.0005254852840153035
894,MSE,Mog,0.10965275280177593,0.00044405490916687995
895,MSE,Mog,0.11035511903464794,0.0003385854051884962
896,MSE,Mog,0.1099751278758049,0.0002844354949047556
897,MSE,Mog,0.11110595557838679,0.00030592155053454917
898,MSE,Mog,0.11079708505421877,0.00023896243783383397
899,MSE,Mog,0.10950724072754384,0.00016611726823612116
900,MSE,Mog,0.11027174256742,0.00019950134446844459
901,MSE,Mog,0.11158637888729572,0.0002510002377675846
902,MSE,Mog,0.10965087590739131,0.0002614330473988957
903,MSE,Mog,0.11010582204908133,0.00038642666277155513
904,MSE,Mog,0.1110824253410101,0.0002952214645119966
905,MSE,Mog,0.11019727140665055,0.0005832281358379987
906,MSE,Mog,0.1102563988417387,0.001037218569763354
907,MSE,Mog,0.11082354038953782,0.0006657863450527657
908,MSE,Mog,0.10798773765563965,0.0018873211884056218
909,MSE,Mog,0.11189921945333481,0.003498421050608158
910,MSE,Mog,0.11407564766705036,0.0017287873088207562
911,MSE,Mog,0.11093517132103443,0.0048102581276907586
912,MSE,Mog,0.10818929858505726,0.007320364777115174
913,MSE,Mog,0.11262159384787082,0.004387928260257468
914,MSE,Mog,0.10902681648731231,0.003816576238023117
915,MSE,Mog,0.11221841275691986,0.005098267647554167
916,MSE,Mog,0.11168483011424542,0.0033147171488963068
917,MSE,Mog,0.10698436386883259,0.0016876179142855108
918,MSE,Mog,0.1063947444781661,0.0012854692758992314
919,MSE,Mog,0.10987452752888202,0.0012995436700293794
920,MSE,Mog,0.11512069134041666,0.0011519085746840574
921,MSE,Mog,0.11157265715301037,0.0008238618611358106
922,MSE,Mog,0.10850277394056321,0.0005609380059468094
923,MSE,Mog,0.11125957071781159,0.0005626539732475067
924,MSE,Mog,0.11021805405616761,0.0005809448830405017
925,MSE,Mog,0.10930149480700493,0.0005141888195794309
926,MSE,Mog,0.10978766866028308,0.00042236480658175424
927,MSE,Mog,0.10737737007439137,0.0013481883361237124
928,MSE,Mog,0.10964359790086746,0.0013188031916797627
929,MSE,Mog,0.10998637899756432,0.0009333990801678738
930,MSE,Mog,0.1096122145652771,0.0005763498666055966
931,MSE,Mog,0.10849677361547946,0.0003237702439946588
932,MSE,Mog,0.10937753207981586,0.00031336056235886645
933,MSE,Mog,0.10989563129842281,0.00021886712238483597
934,MSE,Mog,0.10917671769857407,0.0002525079162296606
935,MSE,Mog,0.10947820097208023,0.00014962905606807908
936,MSE,Mog,0.1107941497117281,9.117880472331308e-05
937,MSE,Mog,0.10930035747587681,9.293664106735378e-05
938,MSE,Mog,0.109048393368721,8.999664123621187e-05
939,MSE,Mog,0.10938395448029041,7.94369352661306e-05
940,MSE,Mog,0.10973578169941903,7.778352528475807e-05
941,MSE,Mog,0.11011096574366093,5.457949873743928e-05
942,MSE,Mog,0.1100260492414236,3.111199566774303e-05
943,MSE,Mog,0.10971554052084684,3.40666242664156e-05
944,MSE,Mog,0.10968384444713593,4.1922567561414326e-05
945,MSE,Mog,0.10991834215819836,4.967260792909656e-05
946,MSE,Mog,0.10919368416070938,4.986399608242209e-05
947,MSE,Mog,0.10935305580496787,0.00012591840390996367
948,MSE,Mog,0.10976532623171806,0.000163409957622207
949,MSE,Mog,0.10921646729111671,0.00010905859107879223
950,MSE,Mog,0.10877951215952635,6.871993400636711e-05
951,MSE,Mog,0.10911484137177467,7.705093321419554e-05
952,MSE,Mog,0.10966190695762634,8.909395546652377e-05
953,MSE,Mog,0.10965673215687274,8.750514871280757e-05
954,MSE,Mog,0.1103744488209486,0.00012097127091692528
955,MSE,Mog,0.10984061285853386,0.00021561874746112153
