epoch,loss_fcn,model,test_loss,train_loss
196,MSE,Mog,0.10812294837087393,1.1583524610614404e-05
197,MSE,Mog,0.10818053185939788,1.046979559760075e-05
198,MSE,Mog,0.10834824740886688,9.119153844494576e-06
199,MSE,Mog,0.1091343991458416,0.000167106953028906
200,MSE,Mog,0.10714920666068792,8.05042377578502e-05
201,MSE,Mog,0.108669438585639,5.0074760110874195e-05
202,MSE,Mog,0.10744605548679828,0.00013413439796750026
203,MSE,Mog,0.10830541402101516,0.00014150248034638935
204,MSE,Mog,0.10805316045880317,0.00011197185040145996
205,MSE,Mog,0.10865611359477043,0.00013812675706503796
206,MSE,Mog,0.1084330651909113,0.00010457242251504795
207,MSE,Mog,0.10804471671581269,5.7679328392623574e-05
208,MSE,Mog,0.10804527979344129,2.80695834362632e-05
209,MSE,Mog,0.10800148025155068,8.365098005924665e-05
210,MSE,Mog,0.10863620527088642,3.89043377708731e-05
211,MSE,Mog,0.10896716602146625,2.4638890522510337e-05
212,MSE,Mog,0.1086899008601904,3.4583126875986636e-05
213,MSE,Mog,0.10885517913848161,1.817419729377434e-05
214,MSE,Mog,0.10886108595877886,2.4826625008245173e-05
215,MSE,Mog,0.1083312626928091,0.00018015344051036664
216,MSE,Mog,0.108976548910141,7.077320242387941e-05
217,MSE,Mog,0.10905293896794319,5.314520490173891e-05
218,MSE,Mog,0.10972157381474971,0.0004280546340851288
219,MSE,Mog,0.1118860475718975,0.00034843430785258533
220,MSE,Mog,0.10905710272490979,0.0002750839894360979
221,MSE,Mog,0.11006270945072175,0.00017388827154718456
222,MSE,Mog,0.1075738612562418,0.0006605301828130905
223,MSE,Mog,0.10926458053290844,0.00037030524617875926
224,MSE,Mog,0.10791041031479835,0.0005376346816774458
225,MSE,Mog,0.10826099030673504,0.0005977544424240477
226,MSE,Mog,0.11029969975352287,0.000724568015357363
227,MSE,Mog,0.1103454940021038,0.0006717177784594242
228,MSE,Mog,0.11078910753130913,0.0004661466382458457
229,MSE,Mog,0.1098680280148983,0.0004132566045882413
230,MSE,Mog,0.10908682942390442,0.00023517182944488013
231,MSE,Mog,0.1102020088583231,0.00042935737110383343
232,MSE,Mog,0.11022573001682759,0.0007292820901056984
233,MSE,Mog,0.10837105438113212,0.000278019426332321
234,MSE,Mog,0.10741870179772377,0.0010625317936501233
235,MSE,Mog,0.10934847369790077,0.0005850785128131974
236,MSE,Mog,0.10923471413552761,0.00021187807669775793
237,MSE,Mog,0.10829893127083778,0.00047352264118671883
238,MSE,Mog,0.10989908911287785,0.00024508187743776944
239,MSE,Mog,0.10944997984915972,0.0005950488712187507
240,MSE,Mog,0.10863704904913903,0.0009263668789571966
241,MSE,Mog,0.10916898176074027,0.00038762096301070414
242,MSE,Mog,0.10795937143266202,0.00032772706708783517
243,MSE,Mog,0.10744758546352387,0.0003937235596822575
244,MSE,Mog,0.10754904001951218,0.00031092683184397174
245,MSE,Mog,0.10807552635669708,0.00011681227260851301
246,MSE,Mog,0.10770622938871384,0.00034499727644288214
247,MSE,Mog,0.1091840809211135,0.0002704857879507472
248,MSE,Mog,0.1094922475516796,0.00010101818361363257
249,MSE,Mog,0.10757598243653774,0.0004956071661581518
250,MSE,Mog,0.10958416759967804,0.00020785867127415258
251,MSE,Mog,0.10993355102837085,0.0007694091445955564
252,MSE,Mog,0.1095520194619894,0.0003285348466306459
253,MSE,Mog,0.1074142586439848,0.00022941847009860794
254,MSE,Mog,0.10839737206697464,0.00031642674639442703
255,MSE,Mog,0.10950817801058292,0.00012118590257159667
256,MSE,Mog,0.1085271693766117,0.00019979369017164572
257,MSE,Mog,0.10880221351981163,9.17332581593655e-05
258,MSE,Mog,0.10966292768716812,0.00013129690387359005
259,MSE,Mog,0.10871324744075536,0.00016304161135849427
260,MSE,Mog,0.10887091085314751,8.884721182766953e-05
261,MSE,Mog,0.1098629966378212,2.6512898784858407e-05
262,MSE,Mog,0.1083766520023346,5.913485108521854e-05
263,MSE,Mog,0.10866845455020666,0.00025707233135108254
264,MSE,Mog,0.11024389471858739,0.00024250591832242208
265,MSE,Mog,0.11139950901269913,0.00011770477181016759
266,MSE,Mog,0.11012064963579178,0.00011266005185461836
267,MSE,Mog,0.11029286310076714,6.516469738926389e-05
268,MSE,Mog,0.11011401601135731,9.821689627642627e-05
269,MSE,Mog,0.11010286547243595,0.00013554582437791396
270,MSE,Mog,0.10995333418250083,0.00014274291788751725
271,MSE,Mog,0.10925747416913509,8.863181983542745e-05
272,MSE,Mog,0.10946653746068477,3.405959182600782e-05
273,MSE,Mog,0.11041305959224701,3.482190072645608e-05
274,MSE,Mog,0.10977862924337387,3.1648884714741143e-05
275,MSE,Mog,0.10903148576617241,2.160556164199079e-05
276,MSE,Mog,0.10980740636587143,2.3410284256897285e-05
277,MSE,Mog,0.10930946618318557,2.0003135432489216e-05
278,MSE,Mog,0.10984764285385609,4.4744068759428046e-05
279,MSE,Mog,0.10997374728322029,2.8379196010064334e-05
280,MSE,Mog,0.10880739130079746,1.7073186484140024e-05
281,MSE,Mog,0.10895215459167958,2.6627018996805418e-05
282,MSE,Mog,0.10822548009455205,5.474777276504028e-05
283,MSE,Mog,0.10955063365399838,7.573613038402982e-05
284,MSE,Mog,0.10986819677054882,8.249862594311708e-05
285,MSE,Mog,0.10932259410619735,6.605429189221468e-05
286,MSE,Mog,0.1091133926063776,0.00013455386670102598
287,MSE,Mog,0.10871037347242236,9.442033342565992e-05
288,MSE,Mog,0.1099501270800829,7.145512836359558e-05
289,MSE,Mog,0.10925958789885044,7.025941431493266e-05
290,MSE,Mog,0.10812917351722717,8.58129110383743e-05
291,MSE,Mog,0.1100623719394207,7.111248896762845e-05
292,MSE,Mog,0.10974727123975754,8.202585786420968e-05
293,MSE,Mog,0.10974249355494976,5.840985159011325e-05
294,MSE,Mog,0.11059601195156574,6.204085775607382e-05
295,MSE,Mog,0.10949586182832718,0.00010420714113479335
296,MSE,Mog,0.10929957590997219,6.246277052923688e-05
297,MSE,Mog,0.11040138006210327,0.00024437320689685293
298,MSE,Mog,0.10916384011507034,0.0003195414294623333
299,MSE,Mog,0.10899409465491772,0.0005170732783881249
300,MSE,Mog,0.11090455390512943,0.0007110555088729598
301,MSE,Mog,0.10898259170353412,0.0002904360326283495
302,MSE,Mog,0.10890583768486976,0.000565920265216846
303,MSE,Mog,0.10861400552093983,0.0004471457959880354
304,MSE,Mog,0.10850851014256477,0.0003526272776070982
305,MSE,Mog,0.11309565082192422,0.0006203001030371524
306,MSE,Mog,0.11103204153478145,0.000585452846280532
307,MSE,Mog,0.10938028059899807,0.00036075171192351263
308,MSE,Mog,0.11035858951508999,0.00023114973555493634
309,MSE,Mog,0.11058517545461655,0.00017874953118734993
310,MSE,Mog,0.11065730340778827,9.620110631658463e-05
311,MSE,Mog,0.11025254763662815,0.00013293924712343141
312,MSE,Mog,0.10972983352839946,0.0001119048001783085
313,MSE,Mog,0.11009724587202072,8.413834348175442e-05
314,MSE,Mog,0.10817358754575253,6.958768335607601e-05
315,MSE,Mog,0.10989142805337906,9.456197881263506e-05
316,MSE,Mog,0.10996376723051071,0.00011392808892196626
317,MSE,Mog,0.10992319472134113,0.00013143066644261125
318,MSE,Mog,0.10994281880557537,0.00010633097326717689
319,MSE,Mog,0.11012752838432789,0.00011758902201108867
320,MSE,Mog,0.11008954420685768,0.00016777338942119968
321,MSE,Mog,0.1098178956657648,0.00022196077043190598
322,MSE,Mog,0.11044184230268002,0.00039333825998255634
323,MSE,Mog,0.11054865121841431,0.0002589523037386243
324,MSE,Mog,0.10997650623321534,0.0006655052529822569
325,MSE,Mog,0.11179690547287464,0.000879460012583877
326,MSE,Mog,0.1094241600483656,0.0016477772733196616
327,MSE,Mog,0.11169371642172336,0.0008377598169317935
328,MSE,Mog,0.10915901027619838,0.002385379993938841
329,MSE,Mog,0.1086564663797617,0.005414306309830863
330,MSE,Mog,0.11062114760279655,0.003418233151023742
331,MSE,Mog,0.11052625589072704,0.0022416495157813188
332,MSE,Mog,0.10761501453816891,0.004121270394534804
333,MSE,Mog,0.11224144734442235,0.005367747929994948
334,MSE,Mog,0.1101808175444603,0.0026170584897045046
335,MSE,Mog,0.10589412599802017,0.0044225517340237275
336,MSE,Mog,0.11357974372804165,0.0027592113619903103
337,MSE,Mog,0.11699885427951813,0.0017800102141336538
338,MSE,Mog,0.10897306036204099,0.0015547196817351505
339,MSE,Mog,0.10993160977959633,0.0014388797935680486
340,MSE,Mog,0.11269693691283464,0.0013532088923966512
341,MSE,Mog,0.10836406648159028,0.0009720755006128456
342,MSE,Mog,0.10866475366055965,0.000724047698895447
343,MSE,Mog,0.110494339838624,0.0005341291762306355
344,MSE,Mog,0.10903581082820893,0.0005164429167052731
345,MSE,Mog,0.11037243492901325,0.0003810018242802471
346,MSE,Mog,0.11197693720459938,0.00026606815117702354
347,MSE,Mog,0.10951894223690033,0.00034177723864559084
348,MSE,Mog,0.1105740025639534,0.0003748081808225834
349,MSE,Mog,0.11042629517614841,0.00028699917857011314
350,MSE,Mog,0.10980428121984005,0.00020259541724954033
351,MSE,Mog,0.1095020692795515,0.0002441771048324881
352,MSE,Mog,0.10893825758248568,0.0002168376422559959
353,MSE,Mog,0.10940086785703898,0.0001064754142134916
354,MSE,Mog,0.11010820232331753,6.667615025435225e-05
355,MSE,Mog,0.10989825651049615,6.089281123422552e-05
356,MSE,Mog,0.10986090637743473,4.7782848923816346e-05
357,MSE,Mog,0.11009184643626213,4.0378192579737515e-05
358,MSE,Mog,0.11037886142730713,4.948664900439326e-05
359,MSE,Mog,0.10956325605511666,4.724045538750943e-05
360,MSE,Mog,0.1095275916159153,4.3825735247082775e-05
361,MSE,Mog,0.11020410135388374,4.408671622968541e-05
362,MSE,Mog,0.10978597179055213,6.633345515183464e-05
363,MSE,Mog,0.10935124177485704,4.888034254690865e-05
364,MSE,Mog,0.10962499156594277,4.67521638256585e-05
365,MSE,Mog,0.10990278050303459,2.643945083491417e-05
366,MSE,Mog,0.10965240113437176,7.4471636025919e-05
367,MSE,Mog,0.10908994488418103,6.21934229911858e-05
368,MSE,Mog,0.1095560709014535,0.00015722120315331267
369,MSE,Mog,0.10985771976411343,0.00011363917928974843
370,MSE,Mog,0.10993479751050472,7.348675217144773e-05
371,MSE,Mog,0.1108398824930191,7.605626342410687e-05
372,MSE,Mog,0.1103115003556013,4.5912912810308626e-05
373,MSE,Mog,0.11001727469265461,3.99813345666189e-05
374,MSE,Mog,0.11021727845072746,3.560520030987391e-05
375,MSE,Mog,0.11021049544215203,3.80427378559034e-05
376,MSE,Mog,0.11025723945349455,4.068515590915922e-05
377,MSE,Mog,0.11019399669021368,3.385746936146461e-05
378,MSE,Mog,0.10984787866473197,2.906625343257474e-05
379,MSE,Mog,0.11035285629332066,2.9948788323963527e-05
380,MSE,Mog,0.10993201322853566,6.343887366710987e-05
381,MSE,Mog,0.10990217681974172,5.6284475704160286e-05
382,MSE,Mog,0.11023028828203678,4.73726913696737e-05
383,MSE,Mog,0.10968913584947586,3.814314482042391e-05
384,MSE,Mog,0.10941049437969923,3.133516554498783e-05
385,MSE,Mog,0.11017544157803058,2.6390897801320534e-05
386,MSE,Mog,0.1102933093905449,2.5276720975853095e-05
387,MSE,Mog,0.10955603197216987,2.7366597464606457e-05
388,MSE,Mog,0.10991832539439202,2.847524297067139e-05
389,MSE,Mog,0.10937563925981522,3.7556252209469676e-05
390,MSE,Mog,0.1108844269067049,0.00010905613532941061
391,MSE,Mog,0.11021265350282192,0.00011003176541635185
392,MSE,Mog,0.10976320318877697,7.346614529524231e-05
393,MSE,Mog,0.11029452588409186,9.64061828199192e-05
394,MSE,Mog,0.10970678515732288,0.00010720312138801091
395,MSE,Mog,0.11046175993978977,0.00012093239365640329
396,MSE,Mog,0.11074416786432266,0.00012015052197966725
397,MSE,Mog,0.1100203761830926,0.0001467577067160164
398,MSE,Mog,0.11082971207797528,0.00020670541698564193
399,MSE,Mog,0.10981363467872143,0.00021424385295176762
400,MSE,Mog,0.10873845480382442,0.00019722350589290727
401,MSE,Mog,0.11005367785692215,0.00023925579716888024
402,MSE,Mog,0.10970609765499831,0.0002181852287321817
403,MSE,Mog,0.10903289802372455,0.00020808663157367846
404,MSE,Mog,0.10982316546142101,0.00019797340155491838
405,MSE,Mog,0.10888468138873578,0.00023672691986575956
406,MSE,Mog,0.11024791300296784,0.00023712324355074088
407,MSE,Mog,0.11088731698691845,0.0002227163909083174
408,MSE,Mog,0.10892414432018996,0.00024534126350772567
409,MSE,Mog,0.11047179512679577,0.00027368313021725044
410,MSE,Mog,0.11254840195178986,0.0002835502327798167
411,MSE,Mog,0.10964026264846324,0.0003938884055969538
412,MSE,Mog,0.10982125923037529,0.0004936666518915445
413,MSE,Mog,0.11042661108076572,0.0004972170881956117
414,MSE,Mog,0.11104568392038346,0.00037349121157603804
415,MSE,Mog,0.1093236044049263,0.0007319292253669119
416,MSE,Mog,0.10989209786057472,0.0005443789104901953
417,MSE,Mog,0.11129292175173759,0.0005154429181857267
418,MSE,Mog,0.11076879352331162,0.0005040574651502538
419,MSE,Mog,0.11026968471705914,0.00043693337647709996
420,MSE,Mog,0.10919709652662277,0.00033005321984092006
421,MSE,Mog,0.10905859693884849,0.0004565201415971387
422,MSE,Mog,0.10978720635175705,0.0003980056026193779
423,MSE,Mog,0.10954657737165689,0.00033415938196412753
424,MSE,Mog,0.1100110150873661,0.0004608688468579203
425,MSE,Mog,0.11044895127415658,0.0003347130841575563
426,MSE,Mog,0.10777850672602654,0.000528062508237781
427,MSE,Mog,0.10811559595167637,0.000619809277850436
428,MSE,Mog,0.1115700563415885,0.0005324772246240173
429,MSE,Mog,0.10920700803399086,0.0006845761636213865
430,MSE,Mog,0.10836934223771096,0.0005576250077865552
431,MSE,Mog,0.11044872552156448,0.0003431244385865284
432,MSE,Mog,0.11006382629275321,0.0003889469171554083
433,MSE,Mog,0.1091582529246807,0.0005659127364197047
434,MSE,Mog,0.11103082243353128,0.0006055781341274269
435,MSE,Mog,0.10909264776855707,0.000567541632335633
436,MSE,Mog,0.1091965863481164,0.0005043302717240294
437,MSE,Mog,0.11044696047902107,0.00039526302316517103
438,MSE,Mog,0.1103200014680624,0.0004396091517264722
439,MSE,Mog,0.11074834652245044,0.0004801418399438262
440,MSE,Mog,0.10943031087517738,0.00042766790920722997
441,MSE,Mog,0.11113670654594898,0.0004812903171114158
442,MSE,Mog,0.11100079771131277,0.001208577239594888
443,MSE,Mog,0.1118621714413166,0.0014775105846638326
444,MSE,Mog,0.11259839423000813,0.0021772791806142777
445,MSE,Mog,0.10777461230754852,0.002987351283081807
446,MSE,Mog,0.11008547581732273,0.0034795299143297598
447,MSE,Mog,0.1097105372697115,0.0030117162241367623
448,MSE,Mog,0.10812783613801003,0.0017611781222512946
449,MSE,Mog,0.11004012264311314,0.0013118134302203543
450,MSE,Mog,0.10822530649602413,0.0038469579667435028
451,MSE,Mog,0.11078710108995438,0.00160992905148305
452,MSE,Mog,0.11263019070029259,0.002421094883175101
453,MSE,Mog,0.1087609738111496,0.0028291536582401022
454,MSE,Mog,0.10963956117630005,0.0021648535184795037
455,MSE,Mog,0.11236189417541027,0.001016316149616614
456,MSE,Mog,0.10961295627057552,0.0006626332542509772
457,MSE,Mog,0.11042392551898957,0.0010204483260167763
458,MSE,Mog,0.11085342541337014,0.0005266772986942669
459,MSE,Mog,0.10902452506124974,0.000639995421806816
460,MSE,Mog,0.11031599678099155,0.0008363248816749547
461,MSE,Mog,0.1105204489082098,0.0006686241758870892
462,MSE,Mog,0.10743661373853683,0.0009284623993153218
463,MSE,Mog,0.11078500039875508,0.0007815672688593622
464,MSE,Mog,0.11166646163910628,0.0006319600797723979
465,MSE,Mog,0.10931468345224857,0.000318552614771761
466,MSE,Mog,0.10869301296770573,0.000404283418902196
467,MSE,Mog,0.10997397899627685,0.0003903888773493236
468,MSE,Mog,0.10966878533363342,0.0002576512015366461
469,MSE,Mog,0.11012051925063134,0.0002201742317993194
470,MSE,Mog,0.11015998311340809,0.00020551999659801368
471,MSE,Mog,0.11085741966962814,0.000161302050400991
472,MSE,Mog,0.11087160035967827,0.00015242917788782506
473,MSE,Mog,0.1100498877465725,0.0002276986983815732
474,MSE,Mog,0.10920151434838772,0.0002147196100850124
475,MSE,Mog,0.10964322686195374,0.00026392325162305497
476,MSE,Mog,0.11198577545583248,0.0002861936109184171
477,MSE,Mog,0.11138910278677941,0.000275053361292521
478,MSE,Mog,0.11138812676072121,0.0003185082350682933
