100.00000000,100.00000000,100.00000000
96.63062895,106.24642961,98.05463376
94.42942669,107.22617522,93.61696713
98.07736239,101.33756369,93.25575907
98.52685995,105.91936229,88.48084334
101.26972724,104.51533756,87.09397388
101.09694562,106.42901720,84.56895510
97.84411787,103.97278360,84.88136661
98.90231046,99.81424694,81.06365380
92.83101839,98.08932057,80.63951153
91.14270914,94.53273216,76.53462193
91.85464939,93.40700112,77.23003182
94.84552021,94.38080657,81.35255745
101.98602640,96.47080645,82.18850118
103.51660524,91.62078057,77.50502607
104.83764035,87.06976308,73.99764905
103.57243013,93.03851171,74.85735430
105.99916829,95.60867851,73.46856915
101.90890305,94.60344968,75.98268042
96.21759539,92.20025523,75.70413380
74.68601776,92.82672335,71.57754528
78.89317338,97.69327692,74.99462024
80.50754243,105.03458159,77.72868718
77.32032857,96.17849583,76.68053695
78.15710697,100.76614631,82.06738877
76.03699143,101.95862800,85.95456640
76.15739512,95.26877828,88.72117535
77.69598502,96.39614088,90.32515669
79.55195712,99.41674883,91.41304296
78.08424929,99.59568403,94.10119925
77.10118409,97.74679629,96.80989859
76.35897472,99.68564961,92.96844931
74.99511161,99.60856205,90.65012860
69.65493000,104.67799917,89.66535946
71.82681983,107.05310910,89.57148363
71.07623904,107.70690420,92.66889241
100.65756728,110.47051858,93.01826347
101.62412592,111.13706049,87.09321212
95.45204660,112.27800069,87.50148084
88.65454887,112.02029240,85.38670001
88.30966975,123.69803125,88.98226812
92.10651919,138.40100495,89.73477705
96.26378288,141.15813656,88.39267957
99.77696728,143.51799799,87.38063905
103.04408926,147.91729601,86.67789697
99.44613821,150.51592895,90.77166921
104.69480093,158.06790970,90.50659864
102.60353846,160.99790654,90.03005255
94.22604230,155.01926661,92.56291906
95.69154874,161.38537287,96.32587154
94.97413944,161.47442107,99.11120718
92.74139547,159.33366119,98.88030815
91.20869004,163.89132858,91.55619524
99.10835197,169.68126755,91.92748876
102.94250440,169.61734200,86.43471148
108.72207651,158.39372691,87.82396191
109.89480065,162.16756685,81.94432236
113.80479429,168.62966325,83.51224409
112.37118400,175.06549430,80.76190479
109.71401677,182.63891587,64.20526079
106.69204431,182.60450690,63.94396839
106.86965752,188.47354204,63.90750404
109.50075877,191.88032179,65.00357580
107.84100639,198.77777801,68.49030646
109.63858035,204.99379050,70.05052028
107.57734417,208.88440661,72.21766386
106.43774283,218.94947438,72.34200637
99.72859986,206.19807114,70.60556112
119.95479757,195.16371970,66.08851469
122.39290573,197.84479245,66.91824387
128.91539756,207.99419119,67.08588920
124.71222213,206.32512019,63.27170400
130.49976860,218.80259064,62.50899815
127.09540834,210.76788666,60.43050445
137.37734750,202.37148818,60.79066471
132.80482693,198.13808833,55.95134614
137.81642085,209.35302976,53.23762453
128.05615677,207.24808455,54.79227180
130.64164651,213.01913722,53.98003664
139.54820196,206.80916384,54.17581009
134.97251316,222.20776775,54.95371987
140.84462809,233.71127455,51.96591263
149.24778164,230.09308133,53.06071292
151.88233627,225.17721357,53.91517435
150.61606233,216.54907878,55.06471748
155.88535213,204.06518979,55.83600597
166.20403739,197.17112680,52.57690914
155.84558169,219.25733948,44.48488476
159.02189960,221.11898236,45.53246999
159.76598183,222.78373342,45.43690140
156.12773666,237.61925110,48.19670113
